Azimuth,Elevation,cos,shade,refl,block,spill,absorb,opt,cos_se,shade_se,refl_se,block_se,spill_se,abs_se,opt_se,1,2,3,4,5,6,7,8,9,10,,1,2,3,4,5,6,7,8,9,10,
200.0,10.0,0.949971266042,0.780768447288,0.96,0.99750776697,0.999860302299,1.0,0.710167227731,0.0,0.0137756186696,3.17550957171e-15,0.000976590237076,0.000279598848465,2.57992517097e-16,0.0127723929022,0.124680802045,0.421675112602,0.690156029173,0.860775777231,0.942733083929,0.977913502946,0.99134909452,0.99627840088,0.998243999605,0.999860302299,,0.0885560545888,0.299543126297,0.490203030944,0.611402430294,0.669612791495,0.694585894477,0.704126826802,0.707624621269,0.709020454741,0.710167227731,
210.0,10.0,0.933737218876,0.715714735489,0.96,0.999286837536,0.999795990646,1.0,0.64096673063,0.0,0.0172184492877,4.96482004687e-15,0.000737832799105,0.000285342183907,5.76888805915e-16,0.0151671315621,0.125473347912,0.410481881191,0.677053218809,0.847934537679,0.935234785658,0.973747804812,0.988334304828,0.994564950979,0.997966740511,0.999795990646,,0.0804834843388,0.263229560582,0.434087788416,0.543593661272,0.599539214241,0.624238624385,0.633605761758,0.637598940261,0.639788482963,0.64096673063,
220.0,10.0,0.911232675996,0.74487916813,0.96,0.99818609956,0.999393718269,1.0,0.650031437417,0.0,0.0141644597177,3.8237473557e-15,0.000639379014334,0.000304744779211,2.9790409839e-16,0.0123423586988,0.112195020082,0.381696467743,0.653850349582,0.826789031836,0.925386877261,0.969434178284,0.987513059613,0.994855153127,0.998069121112,0.999393718269,,0.0729843005839,0.248269510069,0.425298142931,0.537758529971,0.601882024932,0.630528085797,0.642300983214,0.647075554769,0.649165199585,0.650031437417,
230.0,10.0,0.882710955258,0.816580213011,0.96,0.997967726509,0.998674155566,1.0,0.689640264899,0.0,0.0249744626587,5.93008769248e-15,0.000971944412775,0.00054438693106,3.64856516669e-16,0.0203568795463,0.107008066907,0.373503371156,0.634193837484,0.813512049089,0.914941514464,0.962399292965,0.983408331029,0.992516791305,0.996384436869,0.998674155566,,0.0738915923411,0.257882970996,0.437871591898,0.561729917167,0.631789809779,0.66457684328,0.679072984432,0.685369288165,0.688050109511,0.689640264899,
240.0,10.0,0.848508913336,0.850180694409,0.96,0.995118086662,0.998234668611,1.0,0.687932421591,0.0,0.0184292900142,4.13258058608e-15,0.00116449125939,0.000499318177612,1.48952049195e-16,0.0148754955372,0.103662318816,0.352189174347,0.612272783667,0.791190629822,0.894235389855,0.949542507805,0.976544317229,0.989142857185,0.995207576279,0.998234668611,,0.0714502522282,0.242732703961,0.421959090311,0.545289188402,0.61630153209,0.6544036805,0.672997003434,0.681671697927,0.685853724488,0.687932421591,
250.0,10.0,0.809059296331,0.794589799823,0.96,0.986960267992,0.996815604896,1.0,0.607171139022,0.0,0.0105573663319,2.79458815601e-15,0.00334839427823,0.00173274684796,3.33066907388e-16,0.00884654849349,0.0947503548689,0.32820040969,0.569901748393,0.753516806807,0.870527739646,0.933037912803,0.967059548278,0.984699509858,0.992971278415,0.996815604896,,0.0576985555944,0.199877879423,0.34711367843,0.458948677335,0.530253872359,0.568323177629,0.589048567769,0.59979374858,0.604829696795,0.607171139022,
260.0,10.0,0.764911498166,0.622723247952,0.96,0.98291384513,0.993506247981,1.0,0.446535338678,0.0,0.014391562481,2.17643360037e-15,0.00251206083996,0.00184286061593,0.0,0.00960522898773,0.0832670166631,0.280869196424,0.509020871282,0.699639913944,0.831237487092,0.90794129163,0.952735214793,0.977439071007,0.988541856014,0.993506247981,,0.0374220217083,0.126264085312,0.228833213195,0.314458017491,0.373611250519,0.408065073401,0.428200655476,0.43930300544,0.444299268193,0.446535338678,
270.0,10.0,0.716766324282,0.429136840967,0.96,0.992847620186,0.983901909644,1.0,0.288472251009,0.0,0.0102383004209,3.44258660106e-15,0.00314721296314,0.00337063519701,0.0,0.00814152240234,0.0570379277877,0.203093284143,0.397911097355,0.585601030778,0.74025484402,0.840917312553,0.906494664891,0.946264076776,0.971573915286,0.983901909644,,0.0167226323877,0.0595281922149,0.116702626025,0.171714886417,0.217038420351,0.246569877547,0.265783114758,0.277442429647,0.284859505551,0.288472251009,
280.0,10.0,0.665533394974,0.524740101145,0.96,0.999121321241,0.982452502954,1.0,0.329088268134,0.0,0.0098220148898,2.42933440415e-15,0.000853360556347,0.00324008362913,1.28996258548e-16,0.00601957516191,0.0514261833862,0.189619108475,0.373906747944,0.564641222661,0.722337597356,0.829602735186,0.902254129058,0.945805781623,0.968932522932,0.982452502954,,0.0172289641376,0.0635377922882,0.125251421813,0.189132698612,0.241947205517,0.277880338188,0.302218473786,0.316800828183,0.324555914741,0.329088268134,
290.0,10.0,0.612421976836,0.777330823684,0.96,0.998201622418,0.980420763706,1.0,0.44725788777,0.0,0.0120325664316,1.47642966248e-15,0.00132739598257,0.00162064575166,2.57992517097e-16,0.00689107477179,0.0509111509356,0.190703740622,0.372550181426,0.560022019348,0.715735305051,0.821171994615,0.896188556935,0.938383511131,0.964536235859,0.980420763706,,0.0232132580354,0.0869617938088,0.169924935258,0.255451210132,0.326492291568,0.374611597841,0.408838255668,0.428089809877,0.440021449139,0.44725788777,
300.0,10.0,0.559070179119,0.933281287382,0.96,0.99348575188,0.971925454314,1.0,0.483676825228,6.29437290638e-17,0.0231342515282,9.45204415942e-16,0.00133981622452,0.00262503639288,2.51774916255e-16,0.012693582372,0.0403725298344,0.162181187742,0.32861688599,0.503282626825,0.659304191657,0.779179642795,0.863237278427,0.916065040053,0.949957629974,0.971925454314,,0.0201138577057,0.0807342554014,0.163583643265,0.250475987516,0.328110671529,0.387746630299,0.429588278163,0.455859369429,0.472726545846,0.483676825228,
310.0,10.0,0.507679827995,0.92669938476,0.96,0.996603173043,0.957785370192,1.0,0.431120958055,0.0,0.0226713810048,2.38090427382e-15,0.00138142536472,0.00285208109466,3.33066907388e-16,0.0112396021829,0.0329328636105,0.1295469735,0.26733103142,0.428526195131,0.585550636729,0.715829087577,0.81434040932,0.88189658214,0.928559497571,0.957785370192,,0.0148421345149,0.0583056975395,0.120299406068,0.192858798521,0.263534271941,0.322200331717,0.366546554144,0.396935582231,0.417965455653,0.431120958055,
320.0,10.0,0.460999882723,0.904047450624,0.96,0.99662803958,0.939984076404,1.0,0.374805919755,0.0,0.0182119154976,2.18025302466e-15,0.00108593127881,0.0112705543045,1.28996258548e-16,0.00788327738698,0.0205335828723,0.0972798530675,0.214236313033,0.35903338101,0.51041665093,0.647349562488,0.761147848719,0.843937124518,0.90248940478,0.939984076404,,0.00818067892094,0.0387918543613,0.0854017446335,0.143148196475,0.203523468022,0.258125189157,0.303491145482,0.336513554823,0.359847237707,0.374805919755,
330.0,10.0,0.42187491519,0.86196366606,0.96,0.998979057625,0.925528316594,1.0,0.322765963582,3.04047097224e-17,0.0246653349389,3.48422585006e-15,0.0006860199665,0.00563743072522,3.15975012172e-16,0.00932283943191,0.0115274139708,0.0706408638371,0.168287904762,0.291184030158,0.435513000025,0.580860312997,0.702103915619,0.798913040921,0.874537146918,0.925528316594,,0.00401758278109,0.0246551631358,0.0587356233722,0.101608466022,0.151899524962,0.202623930896,0.244895789689,0.278632993491,0.304990754156,0.322765963582,
340.0,10.0,0.392515892788,0.916049444689,0.96,1.0,0.915511973997,1.0,0.316016698202,0.0,0.0265726615651,3.64628410041e-15,0.0,0.00404446656662,5.37054250957e-16,0.0091962846164,0.0105706883396,0.0642166147646,0.154078699368,0.269964982412,0.400982397012,0.53615904057,0.661022244619,0.774561145044,0.857495037193,0.915511973997,,0.00365790477679,0.0221513298249,0.0531935714847,0.093173252762,0.138374993384,0.185057412258,0.22820098274,0.267369164753,0.295990593263,0.316016698202,
350.0,10.0,0.374256743737,0.903608868319,0.96,1.0,0.900353087849,1.0,0.292303950738,0.0,0.0218358295016,3.1119929638e-15,0.0,0.00837557955029,1.82428258335e-16,0.00757940417517,0.00365257985822,0.0546510390919,0.129473581538,0.236421678672,0.363817739723,0.496443663202,0.627418848765,0.740779947398,0.833231345309,0.900353087849,,0.00119193230849,0.0177503489936,0.0420255352395,0.0767489455674,0.118110775675,0.161206449911,0.203723263794,0.24052400276,0.270531685493,0.292303950738,
360.0,10.0,0.367797921135,0.868038335488,0.96,1.0,0.88614321267,1.0,0.271579929062,0.0,0.0176906761879,2.88444402958e-15,0.0,0.00869251369859,6.09612534377e-16,0.00428178077544,0.00230662570011,0.0493537720357,0.120084206675,0.221139374625,0.342727502378,0.471289858194,0.608206963652,0.72292589862,0.81478314667,0.88614321267,,0.000711601378201,0.0151352139287,0.0368171605368,0.0677964528439,0.105051521921,0.144444132061,0.186408086412,0.221573510673,0.24971050286,0.271579929062,
0.0,20.0,0.433735370367,0.99329399373,0.96,1.0,0.938225707379,1.0,0.388008862249,0.0,0.0350711731181,3.63638294515e-15,0.0,0.00628031810837,1.48952049195e-16,0.0114548663097,0.00930012386646,0.0616280931916,0.146631019849,0.267513039751,0.409266970113,0.558895085803,0.691194784954,0.799708166247,0.882965092378,0.938225707379,,0.00385770054836,0.0254766978038,0.0606298058869,0.110592433422,0.169198280773,0.231093916035,0.285862589801,0.330746846731,0.365158247224,0.388008862249,
10.0,20.0,0.438684718192,0.980917607427,0.96,1.0,0.942034395718,1.0,0.389158372168,0.0,0.00845662166708,8.62122313908e-16,0.0,0.00352471839489,4.14664955639e-16,0.00431002874491,0.00975796279695,0.0612119842711,0.153752579207,0.275659526266,0.421188432877,0.568560007901,0.700324199626,0.80529717324,0.888298734625,0.942034395718,,0.00403423242873,0.0252933236025,0.0635309499673,0.11388495826,0.173997484684,0.234873614125,0.289316593414,0.332687328951,0.366967356882,0.389158372168,
20.0,20.0,0.454058146748,0.997886495757,0.96,0.999925177703,0.946966004659,1.0,0.411885825416,0.0,0.0184273717177,1.87525838328e-15,0.000224466891134,0.00714456998946,1.66533453694e-16,0.0093127244758,0.0150275522741,0.0747965397586,0.171562259141,0.300240214345,0.44902726832,0.591230959483,0.723052139304,0.826580001845,0.899923191961,0.946966004659,,0.00653441650175,0.032514709127,0.0745908775416,0.130593906006,0.19530310364,0.257156316512,0.314478544454,0.359522911694,0.391431391186,0.411885825416,
30.0,20.0,0.479212334984,0.995766235165,0.96,0.999208799729,0.955668941066,1.0,0.437437788751,0.0,0.0145204589774,1.35701775067e-15,0.000634048440327,0.0041177363086,7.44760245974e-17,0.00601231342393,0.0210482361911,0.0962018227205,0.210646174896,0.350087699383,0.499794200995,0.645937271905,0.763430854586,0.852856091932,0.914152200472,0.955668941066,,0.00963398788949,0.0440221244911,0.0963781958922,0.160195154875,0.228748368415,0.295629318717,0.349440067551,0.390376305296,0.418432558096,0.437437788751,
40.0,20.0,0.512949157276,0.991901396459,0.96,0.997446996939,0.964493584629,1.0,0.469886811597,0.0,0.0156484695696,1.38933222357e-15,0.00073852448662,0.00453958462824,2.57992517097e-16,0.00609091957801,0.0270613157604,0.118675886811,0.251237360109,0.411710794556,0.564339478617,0.7015225857,0.810616852717,0.883005023724,0.933534056548,0.964493584629,,0.0131769416744,0.0577779265174,0.122385857801,0.200559374589,0.274921718611,0.34173971956,0.394894974048,0.430183560086,0.454796756986,0.469886811597,
50.0,20.0,0.553479830614,0.998570216475,0.96,0.995560371262,0.969958977328,1.0,0.512352992305,0.0,0.0183852550857,4.56192248464e-15,0.00245286418926,0.0032642437617,8.29329911278e-16,0.00918625047853,0.0363097045721,0.143986336569,0.302337421783,0.474118640529,0.627381560596,0.755084155508,0.847490280349,0.910475528191,0.949161475426,0.969958977328,,0.0191721832858,0.076057871152,0.159683349268,0.250434420416,0.331399604149,0.398836150912,0.447643794671,0.480924843744,0.501366961797,0.512352992305,
60.0,20.0,0.598611315414,0.9299996901,0.96,0.996929334278,0.978325675646,1.0,0.521248009532,0.0,0.025688444005,6.75148885617e-15,0.00140312223641,0.0024112471544,5.98903325122e-16,0.0142949273972,0.0455999103033,0.175424135906,0.359540843267,0.541456567012,0.697182416007,0.810581225576,0.88475080165,0.932267002135,0.961313244689,0.978325675647,,0.0243050643808,0.093494613769,0.19161691727,0.288563481955,0.371530044565,0.431937475021,0.471440474606,0.496733113976,0.512201320857,0.521248009532,
70.0,20.0,0.646120893475,0.807784649845,0.96,0.999512349506,0.983762097002,1.0,0.492674477269,0.0,0.0233109705483,1.61803341412e-15,0.000698769478686,0.00222857697472,1.35973995551e-16,0.0143615527893,0.0609488262788,0.216061749003,0.414621071539,0.604951695617,0.755906533339,0.853613937289,0.913627107985,0.949347557672,0.969943954055,0.983762097002,,0.0304825398066,0.108157707552,0.207590315514,0.302947180967,0.378545704306,0.42746031635,0.457540299607,0.475417003461,0.485745486926,0.492674477269,
80.0,20.0,0.694054908416,0.654898301006,0.96,0.99879093837,0.985274210829,1.0,0.42939121932,0.0,0.0166113426372,2.46109175731e-15,0.000909571575079,0.00534317848469,1.82428258335e-16,0.0095405790141,0.066867077521,0.246146298518,0.460842645988,0.639569485231,0.777759810898,0.868841720182,0.921950110891,0.955250577642,0.974424490824,0.985274210829,,0.0291688141853,0.107269802371,0.200841278212,0.278713732879,0.338949421079,0.37866225184,0.401783822774,0.416308701675,0.424656333227,0.42939121932,
90.0,20.0,0.740827961588,0.632438232559,0.96,0.99277650353,0.989853801903,1.0,0.442002985285,0.0,0.00918452655451,1.40323582307e-15,0.00284508029491,0.00193318421713,0.0,0.00594574241454,0.0755977215193,0.265075647122,0.487292201918,0.676233315996,0.807600573859,0.890054270518,0.938935627384,0.966845153593,0.981910493564,0.989853801903,,0.0337627484673,0.118366678479,0.217585806027,0.301959834055,0.360617683045,0.397434843582,0.419275532036,0.431723082298,0.438455926107,0.442002985285,
100.0,20.0,0.785194072878,0.747284337518,0.96,0.990668226716,0.995414811282,1.0,0.555476035824,0.0,0.00711574134879,2.21808557065e-15,0.00222369651213,0.00240959503379,2.57992517097e-16,0.00526372167866,0.0895308892036,0.307538732672,0.548382857556,0.731389681426,0.853624827223,0.922833804963,0.960782021508,0.981687392985,0.9909926563,0.995414811282,,0.0499694698558,0.171587619247,0.305981750306,0.408123917361,0.476340488711,0.514965390441,0.536153321477,0.547818110223,0.553010063356,0.555476035824,
110.0,20.0,0.826179389926,0.870260252904,0.96,0.99024277867,0.997309096708,1.0,0.681659381749,0.0,0.0139479054567,3.08064383991e-15,0.0016831358837,0.0011885818961,2.10650008115e-16,0.0112729026513,0.0992921114199,0.340779506272,0.58748699873,0.774041219278,0.885893472196,0.944136646408,0.972739641102,0.986471693818,0.994169414124,0.997309096708,,0.0678703499101,0.232907131085,0.401560763112,0.529060571587,0.605492033462,0.645304762108,0.664853273046,0.674249148167,0.67951636683,0.681659381749,
120.0,20.0,0.863019003067,0.961986942141,0.96,0.992008460694,0.998880072979,1.0,0.789746157241,0.0,0.018142057132,3.17288843253e-15,0.00213445670255,0.000361812789338,1.48952049195e-16,0.0145680339691,0.109231675054,0.36534726791,0.627694500671,0.809348427564,0.909325003945,0.961278104558,0.982183019411,0.992278071478,0.996489048717,0.998880072979,,0.086340511067,0.288885527194,0.49629132812,0.639917118597,0.71894182011,0.760008061953,0.776536372426,0.784525466361,0.787856308197,0.789746157241,
130.0,20.0,0.895109252733,0.977338734524,0.96,0.994305660298,0.999211829372,1.0,0.834379985225,0.0,0.0212243557187,3.37615517754e-15,0.001798668031,0.000653110742415,1.48952049195e-16,0.016951642659,0.117951954951,0.388625050163,0.65350015816,0.831689345076,0.926112985883,0.969540669959,0.988112154942,0.995410160347,0.997981380205,0.999211829372,,0.098470577637,0.324531282385,0.545699727659,0.694480522735,0.773346482402,0.809610783407,0.825120956523,0.831203779842,0.833350900155,0.834379985225,
140.0,20.0,0.921974866113,0.953757969408,0.96,0.99591327774,0.999803009538,1.0,0.840554495645,0.0,0.0126859115277,2.08931466628e-15,0.000842088159454,0.00037394034326,4.21300016229e-16,0.0116587829105,0.119872132562,0.40527861472,0.674066778012,0.848802723714,0.936500973313,0.973941568654,0.989979647535,0.996009684573,0.998972180712,0.999803009538,,0.100765492082,0.340717476811,0.566715232207,0.713596598989,0.787332186412,0.818804125827,0.832288971944,0.837360500228,0.839852473516,0.840554495645,
150.0,20.0,0.943247283667,0.965616936581,0.96,0.996394371402,0.999886144818,1.0,0.871131459481,0.0,0.0139616522238,2.17515896858e-15,0.000737097775854,0.000139448417583,2.9790409839e-16,0.0126825776323,0.123345970758,0.420925366372,0.694656432115,0.863672105945,0.943784728318,0.978593201807,0.991918830715,0.99734369582,0.998993840596,0.999886144818,,0.107476440464,0.36674156029,0.605221077553,0.75246371888,0.822263603297,0.852587401257,0.864201556828,0.868920021351,0.87035690875,0.871131459481,
160.0,20.0,0.958650718287,0.945854787603,0.96,0.997619819718,0.999848290734,1.0,0.868274106254,0.0,0.0208058178818,3.34396521087e-15,0.000838443866251,0.000214707382145,3.33066907388e-16,0.0194327897419,0.128841476375,0.430189264067,0.700692145239,0.866893324674,0.947967773898,0.980431283112,0.993316818708,0.997503302219,0.999109864555,0.999848290734,,0.111880158224,0.37357567045,0.608443810718,0.752830467283,0.823222896693,0.851414627448,0.862597716799,0.866235094613,0.86763229655,0.868274106254,
